text,label
@USER SJSHSJ THATS MY JOB BITCH,TIN
@USER @USER Invite @USER to all of the @USER shows and let her tell you about her interview with Brock Long. Then you will know why #Cult45Politburo sounds so unhinged. He is parroting the FEMA admins line of BS. @USER tried to fight back against Long's BS,TIN
@USER He doesn’t know if he should slam Manifort or suck up to him. He doesn’t know if he should worry about Junior and Kushner or not. He is mad as hell but knows that he can’t just fire Mueller so he is busy puking in the bathroom now that he understands that asset seizure is a thing,TIN
* lives in Chicago   * thinks gun control works  😂😂😂😂😭 URL,TIN
@USER He needs to be placed naked in the stocks in Stockholm while the Swedish people Sik heil his backside.,TIN
@USER You don’t agree sexual assault is more serious than marijuana use? How many “baseless” allegations are supported by therapist corroboration 6 years beforehand? There’s evidence and conservatives are afraid investigation would make it more convincing.,UNT
@USER Hey Ladies watch you on Saturday nights with Jesse keep up the good work and your right about Jon Voight he is a Gods man and bless his heart for standing up for the President mean evil people out their who are mad and Dangerous we all want hope and Change for America,TIN
@USER This shit is staged. Dude didn’t even hit him URL,TIN
@USER @USER Democrats only care about this crap when it furthers their mission: To destroy conservatives.,TIN
@USER And pedophile Podesta still on with his Blue Check Mark account. 🤔,UNT
@USER @USER If they don’t want to accept the results of the election they are welcome to leave the country.  It would make me so happy.  All their fear mongering with not interrupt us from enjoying the most widespread posterity in the nation’s history.,TIN
@USER These people are absolutely insane! Liberals have been attacking white men for years and it is getting worse. The path they are pushing for will create another civil war which there will not be a recovery AND they are too damn stupid to see that.,TIN
@USER @USER that’s just cause the director a fucking beast but let’s not act like christian bale ever fuck niggas up or had wavy fighting scenes,TIN
@USER Have you ever seen the former Democratic hierarchy fight against the president so much??? We know it’s because you’ve been so corrupt and guilty of abuse of power. It’s our darkest times with the DOJ/CIA and Presidential cabinet,TIN
"@USER The comments below, defending Drug Ford's blatant abuse of power is completely laughable.  But, but the Liberals.  Bias, BIAS I tell you!!!  Must be only the NDP rich downtown area that was polled"".  Ho-man... thanks guys... I needed a good laugh! 😂😂😂""",TIN
if i have to tolerate ur loud ass maga merch dont say shit about my nike anything kiss my ass,TIN
"#EndPC: Teaching guide for #Portland public schools celebrates Islam, communists, terrorists, #abortion; promotes #GunControl &amp; transgenders""~&gt; URL  #EndCulturalMarxism""",TIN
@USER @USER Literally.  You are literally a crazy person.,TIN
@USER @USER and if there is gun control in USA -who will be rounded and exterminated ??,UNT
@USER No it’s because you are a horrible person🤮🤮🤮🤮,TIN
@USER Pussy,UNT
"@USER @USER #MAGA ... oh ... And FvKK YOU!  Judge Kavanaugh's no more ambitious"" than some old MuttaFuttah like you who's been in GD Senate for the past millenium.""",TIN
@USER URL  And this explains why he is disrespected by idiots like urself and Korzemba,TIN
@USER Isn't that just a nerd,TIN
@USER Fortunately the rest of America is not the Swamp in Washington. Washington is the worst place to decide what's good for America.,TIN
@USER @USER You need to look at your Twitter feed a little bit closer. I'm neither a Republican or a racist but that's the only thing that liberals can say about people who don't agree with them. As far as Hillary Clinton the evidence is already been presented but Obama gave her a pass,TIN
@USER Holy shit I love her???,UNT
@USER @USER @USER Means nothing!! Your always so dramatic and none of your promises ever come true not sure why I still follow you. I'm starting to realize you are full of crap.,TIN
@USER Breitbart must be hacked! Your headline says it all.,TIN
@USER Shit...,UNT
@USER @USER My favourite part of this is watching all the conservatives lose their minds as usual. Once again the Democrats are being mean to us boo-hoo. LOL.,UNT
@USER @USER Too bad he can’t write a law to take away the stupidity from liberals.,TIN
I'm Assuming I'm Not Going to Get an Answer': Brainless  #Liberal Stooge Ocasio-Cortez  .@USER on $40T Policy Plan URL #WakeUpAmerica  THIS is NOT America's future VOTE Republican  or surrender America to these #DEM morons @USER #MAGA,TIN
@USER @USER This is a lie! To push a gun control narrative! The actual number is much lower. If you look up what they are using to reach that number you will see why it is so high. Always playing politics!,TIN
@USER I'll have him at the height of ecstasy all over my body,UNT
@USER Oh shit.,UNT
@USER Look at how shamelessly liberals lie to destroy a man's life...,TIN
@USER Greenie she acted like a spoiled elitist brat. She got the point taken away as she deserved. If she was good enough to win today it shouldn't have mattered.  She is an icon and one of the most admirable women I've ever seen in sports. She had a bad day. Move on not newsworthy.,UNT
@USER @USER They on their bullshit,TIN
@USER @USER She is better than all this shit. She is better than anything. ❤️,UNT
@USER Yes do hurt your selves gun control freaks.,TIN
Pretending you have dementia to own the libs #MAGA URL,TIN
@USER @USER Too bad Antifa crashes GOP townhalls.,TIN
@USER I feel you dude it Fucking sucks,TIN
@USER @USER Yes it did... And it's on editorial... Is Joe Q the editor of X-Men... No he isn't... He is editor in Chief. He is the boss of all the other editors... Sooo he wasn't responsible... I shouldn't be arguing because this is stupid...,TIN
@USER She is disgusting,TIN
#MAGA you ignorant dupes. Everyone knows this is just not true. URL,TIN
@USER Does not suffer fools and has seen enough shit to last nine lives.,TIN
@USER What death threats? Antifa is not sitting outside her house like they have with Republicans. Why did she scrub all her social media?,TIN
"@USER Yep. And lots of people think antifa = violent"" and don't understand the context in which they operate and what they're opposing. Like the biggest thing was over a year ago at Unite the Right, where a white supremacist killed someone and several other people were attacked.""",TIN
@USER And then wana talk shit when you play something they don’t know but the song be fire and end up blowing up then later becomes they song 🤦🏾‍♂️,TIN
@USER @USER @USER Please take John Harwood's pen away.  He is incapable of unbiased reporting.,TIN
@USER UNTIL ITS YOUR ASS IN THE HOT SEAT  #WalkAway #WWG1WGA #PizzaGate #QAnon #Hivites #MAGA #EagleOneToWanta @USER @USER  .,TIN
@USER Democrats haven't done anything but cover up ..so all you think you have a solution .ya don't.....you want gun control.? How about abortion control. Free medical. Free ed. Quit tripping,TIN
@USER @USER But he is a dildo!,TIN
@USER @USER Hollywood and media make jokes about Jesus and Christians and think that's hilarious but turn every innocent joke conservatives tell in to an outrage. Typical of reprobates.,TIN
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Why to the cowards not list ANTIFA on their profiles. Cowards or terrorist or both... I’ll go with both!,TIN
@USER @USER Holy shit pt 2,UNT
@USER Another lying liberal.. Many lying libtards will be exposed as they  unclassifie documents. The Liberals will lie cheat and steal to try to bring our country down. Stop this anti-American idiotic socialist movement vote Republican in November Trump 2020.,TIN
@USER Dam white slave owners,TIN
@USER Doesn't surprise me. Texans hate Liberals w/ Soros backing.,TIN
@USER @USER CAREFUL now soyboy stickman. Your arms might fall clean off. Dweeb.,TIN
@USER please draw stupid sexy nezha and nidus over the shoulder or something.,TIN
@USER He is phony and opportunist. Look at the millions he is making out of gullible people. Lets see if he donates millions he has to help his hometown. Oh well its people’s money they use. Their money is untouchable,TIN
@USER @USER He is an embarrassment,UNT
@USER @USER This guy Kerry is one do nothing damn politician where does he get off going over sea's and trying to undermined our President now this is a Traitor for sure you better watch this S.O.B. !,TIN
"@USER @USER @USER @USER @USER You are so full of shit. A.)  Violent crime is down &amp; has been on the decline for decades B.) Where gun crime is a problem, it is a state &amp; local problem &amp; no so called common sense"" gun control law passed at the federal level will fix it. You are clueless about this problem.""",UNT
@USER @USER @USER @USER Only a liberal would support a liberal that spent a MILLION to get liberals elected to office. #LibFAIL! URL,TIN
@USER sis Mandys no nose havin ass from the grim adventures of billy and Mandy can smell that shit wheeew URL,TIN
@USER After the GOP wins the mid-terms easily there will be no reason we dont put on the masks and grab weapons to go all #ANTIFA on people like you clowns have been doing. Going to be so much fun!!!!,TIN
@USER Not even close to what happened she is a liar and deflecting how idiotic her actions on the court looked,TIN
